location,country,latitude,longitude,source,comments,review_date,score
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"pure gym hayes : well managed suddenly constantly down. alots equipment maintained / damaged. shutting gym without notice / email / sms use / 11/11/2023 15:54 gym closed notice , didnt received notification went found locked closed notice . really !! wasting time money. thinking leave .",2023-11-11 17:56:00,1
London Hayes,GB,51.6621711,0.7083861,Google,always water clean,2023-11-11 05:48:40,1
London Hayes,GB,51.6621711,0.7083861,Google,"water machine constantly broken, even works it’s rubbish flows slow. need upgrade whole system. music play nightmare, pop techno. get updated play relevant hype music!!!!",2023-11-07 17:42:49,2
London Hayes,GB,51.6621711,0.7083861,Trustpilot,ive member almost year & quite ill came first tome hayes gymn & hot water & showers working & xold train left got message telling showers working came today cold trqin im apalled & theres way contacting customer service complain someone customer service get touch ridiculous,2023-11-02 03:55:00,1
London Hayes,GB,51.6621711,0.7083861,Google,"puregym member apart gym’s independent, corporate anytime fitness example. i’ve puregym longer anytime contrast outrageous even independent gym’s train at. one occasion trainers attempted give unsolicited advice despite training years adapt style training based professionals personally know giving input. fair may puregym whole puregym i’m hayes puregym puregym burnham. reason always puregym getting disrupted trainers mid set automatically got intuitive ability see someone’s intentions genuine, said always gym get unsolicited advice let’s call spade spade training incorrectly i’d a&e fairly often. vast majority trainers however experience management team & small percentage trainers good people unfortunately vast majority let down. generally it’s large gym everything need etc despite “home gym” initially joined puregym due experiences genuinely speaking stopped training here. kind message management team: anyone need advice want personal training session anyone trainers i’m sure they’ll ask personal dig management said it’s put off. maybe take pointers anytime fitness overall &/or puregym burnham, even independently owned gym they’re much smaller terms market share.",2023-10-25 06:41:23,2
London Hayes,GB,51.6621711,0.7083861,Trustpilot,responding email. one make changes membership gym email.,2023-10-21 20:14:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"time go gym early morning nearby gym equipment organised, cuz you’re unable find suitable weight you.",2023-10-15 18:42:00,2
London Hayes,GB,51.6621711,0.7083861,Google,"gym lots equipment fun classes handy attend work quick workout, recently getting busy it’s possible use equipment spaces. also started noticing gym facilities broken left months unfixed eg. upstairs water fountain causing vile smell within area, females changing room sink constantly smells. notice toilet paper isn’t refilled much anymore resort using blue roll search whole gym find member staff. i’m sure benefits justify many downsides gym especially since membership increase. pure gyms larger, cleaner also populated area like hayes pure gym. leaves wondering hayes pure gym left unmaintained?",2023-10-07 18:42:05,2
London Hayes,GB,51.6621711,0.7083861,Google,worst gym ever machines always broken equipments always available toilets clean…waste money,2023-09-29 06:39:40,1
London Hayes,GB,51.6621711,0.7083861,Google,"gym machines ok , busy time , wait machines work . drinking water , male toilets wont work time .",2023-07-20 06:27:18,2
London Hayes,GB,51.6621711,0.7083861,Google,"menager staff need interesting missing eguipment cleaning general cleaning !!! walk around going nothing . gym smelly , dirty safety . stołen bag last time dont check camera , avoided raport. bad !!!",2023-06-30 18:15:20,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"menager staff need interesting missing eguipment cleaning general cleaning !!! walk around going nothing . gym smelly , dirty safety . stołen bag last time dont check camera , avoided raport. bad !!!",2023-06-30 15:43:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,hydration machine working. basic water fountain also order nobody report ask assistance. take wallet gym cannot purchase vending machine cash.,2023-06-08 23:58:00,2
London Hayes,GB,51.6621711,0.7083861,Trustpilot,simple it’s space less peoples crowded…,2023-06-08 22:01:00,1
London Hayes,GB,51.6621711,0.7083861,Google,"nothing better hayes updated 8/5/2023 pieces equipment broken months. that’s point acceptable since there’s wide variety alternatives although, toilet “out order” months, fountain upstairs water gym kinda busy. usually dirty, noticed improvement don’t believe gym’s fault, even 24/7 cleaner there, still people don’t respect sense using common space hygienic manner personally never engaged pts, even though know complaints past. say victoria, new one mina lenny exceptional! today closed gym kindly kicked us asked us go northolt. that’s due bad planning management maintenance facilities. received email hours membership temporarily upgraded (while plus member) hilarious. northolt gym 5g reception, even poor 4g dropped 5* 2* start it’s 24/7 star great pts updated 11/11/23 gym closed . say “no hot water”. lasts long time now, didn’t drinking water time better rebrand puregym poorgym",2022-03-07 21:48:45,2
London Hoxton,GB,51.5323935,-0.086078,Google,"pure gym staff allowed blame annoying people hoxton ? get second time working guy clear brown hair , work gym ,start blame dressing heavy metal -shirt. singer band criminal past that's pure gym employee blaming me. wonder guy make circus hip hop rock shirt. go amy winehouse shirt would like pure gym staff bother telling drug addicted ; what's point this? suggest pure gym better choose page wages. guy ruined mood work today.",2024-05-07 14:10:01,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,"pure gym staff allowed blame annoying people hoxton ? get second time working guy clear brown hair , work gym ,start blame dressing heavy metal -shirt. singer band criminal past that's pure gym employee blaming me. wonder guy make circus hip hop rock shirt. go amy winehouse shirt would like pure gym staff bother telling drug addicted ; what's point this? suggest pure gym better choose page wages. guy ruined mood work today.",2024-05-07 12:53:00,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,"smell unbearable, people need start using deodorant…",2024-04-28 10:33:00,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,receipt says contact customer support issue signing up.,2024-04-22 10:08:00,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,"choose gym seemed offer lot better.org gyms. able understand access multi gyms pass paid for. want change home gym keep sending emails click link (here) nothing happens meanwhile wasting money keep refusing entry local gyms little help apps sort quickly. would great person either talk email made sense move forward. home gym stratford local gym hoxton. sure it’s included multi pass it’s hard change home gym app via email. please respond positive news cancel membership, save money. would awful gym motivates delay crucial health journey. thank",2024-04-19 18:51:00,2
London Hoxton,GB,51.5323935,-0.086078,Google,"wifi gym, especially peak time. signal went ask complain staff. explained : “ peak time “ ??? signal find work also gym sometimes closed longtime, due flooded floor. refund discount. stop membership",2024-03-22 01:04:46,2
London Hoxton,GB,51.5323935,-0.086078,Google,connection wifi last weeks. barely find managers trainers toilets disgusting stinks.,2024-02-22 01:02:28,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,"took minutes pin number come buying day pass, time leave didn’t even get use it. would like full refund",2024-02-08 21:26:00,1
London Hoxton,GB,51.5323935,-0.086078,Trustpilot,"post inaccurate opening times. also membership allows use different gyms, certain gyms removed without notice, turn entering multiple times previously suddenly find longer enter. also wifi oftne work particular gyms phone reception certain gyms. e.g. hoxton. price good, product exasperating. impossible find anyone contact problems. want lot frustrations perfect gym you.",2023-12-28 20:06:00,1
